order_id,customer_id,product_name,category,quantity,unit_price,order_date,payment_method,country
344,C078,Phone Case,Electronics,4,20.47,2025-02-21,Credit Card,Germany
345,C124,USB-C Cable,Electronics,3,14.5,2025-03-20,Debit Card,Netherlands
346,C051,Fitness Tracker,Electronics,1,84.49,2025-02-18,PayPal,Greece
347,C159,Coffee Mug,Home,3,13.51,2025-05-07,PayPal,Spain
348,C250,Protein Powder,Sports,2,39.57,2025-04-01,PayPal,Italy
349,C081,Water Bottle,Sports,4,17.56,2025-04-06,PayPal,Netherlands
350,C148,Notebook Set,Office,3,8.42,2025-04-21,PayPal,Spain
351,C052,Desk Organizer,Office,5,19.19,2025-03-02,Credit Card,Netherlands
352,C113,Resistance Bands,Sports,1,24.07,2025-04-29,Bank Transfer,Germany
353,C169,Desk Lamp,Home,4,49.93,2025-04-21,Credit Card,Spain
354,C103,Laptop Sleeve,Electronics,5,27.28,2025-07-11,Bank Transfer,Italy
355,C180,Laptop Sleeve,Electronics,5,33.14,2025-06-27,Credit Card,Greece
356,C091,Water Bottle,Sports,5,19.73,2025-01-26,Bank Transfer,France
357,C003,Yoga Mat,Sports,3,34.99,2025-03-12,Debit Card,Spain
358,C174,Desk Organizer,Office,5,19.36,2025-02-22,PayPal,Greece
359,C236,USB-C Cable,Electronics,1,12.24,2025-02-20,PayPal,France
360,C134,Tennis Racket,Sports,3,67.78,2025-05-16,Credit Card,Spain
361,C018,Resistance Bands,Sports,1,24.18,2025-02-13,Credit Card,France
362,C043,Notebook Set,Office,5,9.98,2025-02-28,Debit Card,France
363,C060,Coffee Mug,Home,2,7.22,2025-03-03,Bank Transfer,Spain
364,C051,Fitness Tracker,Electronics,5,82.54,2025-05-04,Bank Transfer,Greece
365,C193,USB-C Cable,Electronics,5,12.11,2025-02-10,Debit Card,France
366,C068,Tennis Racket,Sports,5,65.11,2025-06-27,PayPal,Italy
367,C030,Monitor Stand,Office,3,57.65,2025-05-12,Debit Card,Netherlands
368,C158,Desk Organizer,Office,1,16.44,2025-07-06,Debit Card,France
369,C047,Monitor Stand,Office,2,56.77,2025-05-25,Bank Transfer,Spain
370,C109,Water Bottle,Sports,4,13.33,2025-06-26,Debit Card,Italy
371,C048,Mechanical Keyboard,Electronics,4,124.61,2025-06-22,Credit Card,France
372,C050,Coffee Mug,Home,5,12.47,2025-05-24,Bank Transfer,Spain
373,C216,Fitness Tracker,Electronics,4,77.15,2025-02-26,Credit Card,Italy
374,C075,Running Shoes,Sports,3,93.15,2025-03-13,PayPal,Germany
375,C198,Tennis Racket,Sports,5,62.91,2025-05-25,Credit Card,Italy
376,C211,Monitor Stand,Office,5,53.75,2025-01-25,Bank Transfer,Italy
377,C189,Notebook Set,Office,3,8.29,2025-01-23,Bank Transfer,France
378,C113,Yoga Mat,Sports,2,36.88,2025-03-09,PayPal,Netherlands
379,C158,Desk Lamp,Home,2,44.81,2025-03-08,Credit Card,Italy
380,C138,Water Bottle,Sports,3,16.58,2025-07-14,PayPal,France
381,C132,Yoga Mat,Sports,2,38.94,2025-04-30,Credit Card,France
382,C222,Desk Lamp,Home,2,48.09,2025-02-21,PayPal,Germany
383,C126,Desk Lamp,Home,5,45.31,2025-06-25,PayPal,Netherlands
384,C163,USB-C Cable,Electronics,4,16.99,2025-05-26,PayPal,Netherlands
385,C244,Tennis Racket,Sports,3,62.75,2025-06-12,Credit Card,Netherlands
386,C163,Monitor Stand,Office,1,59.75,2025-05-31,Bank Transfer,Germany
387,C127,Phone Case,Electronics,3,21.61,2025-03-28,PayPal,Italy
388,C125,Mechanical Keyboard,Electronics,1,123.27,2025-01-26,Credit Card,Netherlands
389,C032,Water Bottle,Sports,4,13.62,2025-05-11,Credit Card,Spain
390,C034,Resistance Bands,Sports,2,21.88,2025-03-26,Credit Card,Netherlands
391,C171,Water Bottle,Sports,1,17.6,2025-04-26,PayPal,Netherlands
392,C168,USB-C Cable,Electronics,1,10.12,2025-01-15,Debit Card,Spain
393,C133,Fitness Tracker,Electronics,1,84.81,2025-01-17,PayPal,Greece
394,C034,Tennis Racket,Sports,1,67.85,2025-03-14,Bank Transfer,Greece
395,C081,Monitor Stand,Office,3,57.13,2025-02-19,Bank Transfer,Germany
396,C018,Scented Candle,Home,5,11.81,2025-01-17,Debit Card,Spain
397,C192,Desk Lamp,Home,4,42.69,2025-06-21,Bank Transfer,Germany
398,C193,Yoga Mat,Sports,5,34.52,2025-04-23,PayPal,Spain
399,C071,USB-C Cable,Electronics,2,9.71,2025-06-05,PayPal,Netherlands
400,C225,Resistance Bands,Sports,2,22.13,2025-05-27,Debit Card,Netherlands
401,C201,Notebook Set,Office,4,9.5,2025-04-23,Credit Card,Germany
402,C136,Wireless Mouse,Electronics,3,29.88,2025-04-06,Debit Card,Spain
403,C094,Laptop Sleeve,Electronics,2,31.69,2025-05-15,,Greece
404,C056,Running Shoes,Sports,1,92.6,2025-04-26,PayPal,Netherlands
405,C109,Coffee Mug,Home,1,7.66,2025-06-27,Debit Card,France
406,C236,Bluetooth Speaker,Electronics,2,61.68,2025-06-01,PayPal,Spain
407,C167,USB-C Cable,Electronics,3,17.13,2025-07-12,Bank Transfer,Netherlands
408,C063,USB-C Cable,Electronics,4,14.37,2025-02-13,Bank Transfer,Italy
409,C190,Water Bottle,Sports,1,12.09,2025-01-18,Debit Card,Netherlands
410,C089,Scented Candle,Home,5,10.02,2025-03-22,Debit Card,France
411,C069,Yoga Mat,Sports,1,36.19,2025-04-10,Bank Transfer,France
412,C250,Desk Organizer,Office,1,18.38,2025-05-22,Bank Transfer,Italy
413,C146,Water Bottle,Sports,3,19.15,2025-02-24,PayPal,Greece
414,C030,Notebook Set,Office,5,7.46,2025-01-15,Credit Card,Greece
415,C099,Desk Lamp,Home,2,44.57,2025-01-24,Bank Transfer,Germany
416,C185,Mechanical Keyboard,Electronics,3,121.02,2025-02-03,PayPal,Greece
417,C046,Notebook Set,Office,5,12.52,2025-01-26,Bank Transfer,Greece
418,C199,Resistance Bands,Sports,3,21.95,2025-02-06,Bank Transfer,Greece
419,C201,Resistance Bands,Sports,5,23.73,2025-03-18,Bank Transfer,France
420,C198,Bluetooth Speaker,Electronics,5,64.45,2025-03-18,Debit Card,GR
421,C139,Monitor Stand,Office,1,55.01,2025-04-10,Credit Card,Netherlands
422,C079,Yoga Mat,Sports,2,35.94,2025-05-30,Debit Card,Spain
423,C037,Phone Case,Electronics,1,20.29,2025-01-26,Debit Card,Italy
424,C118,USB-C Cable,Electronics,5,16.06,2025-02-08,Debit Card,Netherlands
425,C146,Running Shoes,Sports,4,89.23,2025-07-03,Debit Card,Germany
426,C238,Coffee Mug,Home,3,8.86,2025-04-06,Bank Transfer,France
427,C035,Desk Organizer,Office,1,19.1,2025-02-23,Credit Card,Germany
428,C031,Laptop Sleeve,Electronics,3,30.7,2025-03-09,Bank Transfer,France
429,C024,Water Bottle,Sports,3,18.69,2025-07-14,Credit Card,Germany
430,C024,Notebook Set,Office,3,7.89,2025-04-26,Credit Card,Netherlands
431,C045,Wireless Mouse,Electronics,4,26.69,2025-05-10,Debit Card,Greece
432,C036,Yoga Mat,Sports,1,33.59,2025-01-30,Debit Card,Germany
433,C176,USB-C Cable,Electronics,5,9.67,2025-06-14,PayPal,Greece
434,C232,Fitness Tracker,Electronics,2,77.24,2025-02-07,PayPal,Greece
435,C044,Desk Organizer,Office,4,18.56,2025-04-26,Bank Transfer,Greece
436,C091,Bluetooth Speaker,Electronics,,64.06,2025-03-26,PayPal,Spain
437,C159,Protein Powder,Sports,2,35.29,2025-06-29,PayPal,Spain
438,C016,USB-C Cable,Electronics,3,11.1,2025-04-23,Debit Card,Spain
439,C135,Notebook Set,Office,5,8.37,2025-01-19,Bank Transfer,Netherlands
440,C125,Monitor Stand,Office,5,54.16,2025-05-23,PayPal,SP
441,C153,Notebook Set,Office,1,9.74,2025-03-27,Credit Card,Spain
442,C060,Water Bottle,Sports,1,16.27,2025-03-19,Debit Card,France
443,C189,Running Shoes,Sports,2,94.38,2025-06-11,Bank Transfer,France
444,C045,Water Bottle,Sports,2,17.58,2025-06-15,PayPal,Netherlands
445,C008,Monitor Stand,Office,5,59.59,2025-06-08,Debit Card,Italy
446,C208,Tennis Racket,Sports,5,62.3,2025-04-04,Debit Card,Spain
447,C155,Notebook Set,Office,1,8.15,2025-05-29,Bank Transfer,Greece
448,C207,Desk Lamp,Home,3,42.18,2025-03-01,PayPal,Greece
449,C235,Desk Lamp,Home,1,44.99,2025-05-29,PayPal,Greece
450,C102,Desk Organizer,Office,1,16.59,2025-04-11,PayPal,France
451,C243,HDMI Cable,Electronics,4,17.65,2025-06-30,PayPal,Germany
452,C228,Protein Powder,Sports,3,34.44,2025-03-13,Debit Card,Spain
453,C033,Water Bottle,Sports,1,12.26,2025-07-13,Bank Transfer,Italy
454,C236,Protein Powder,Sports,2,33.12,2025-06-27,Credit Card,Spain
455,C061,Monitor Stand,Office,3,57.36,2025-02-26,Credit Card,Netherlands
456,C086,Fitness Tracker,Electronics,1,82.45,2025-03-23,Debit Card,Germany
457,C202,Yoga Mat,Sports,1,37.86,2025-01-27,Bank Transfer,Spain
458,C227,HDMI Cable,Electronics,4,14.99,2025-04-21,PayPal,Italy
459,C202,Desk Organizer,Office,,21.89,2025-02-25,Bank Transfer,Greece
460,C006,Mechanical Keyboard,Electronics,3,118.36,2025-02-10,Credit Card,France
461,C188,USB-C Cable,Electronics,5,17.38,2025-02-07,PayPal,Italy
462,C181,Wireless Mouse,Electronics,4,30.11,2025-07-01,Debit Card,Italy
463,C026,Mechanical Keyboard,Electronics,2,121.43,2025-03-04,Bank Transfer,Netherlands
464,C139,Phone Case,Electronics,3,17.39,2025-04-01,Debit Card,Greece
465,C216,Tennis Racket,Sports,2,65.42,2025-01-28,PayPal,Greece
466,C170,Protein Powder,Sports,4,33.65,2025-03-07,Credit Card,Greece
467,C021,Tennis Racket,Sports,1,65.91,2025-04-03,Bank Transfer,Spain
468,C024,Laptop Sleeve,Electronics,4,29.95,2025-03-03,PayPal,Spain
469,C068,Fitness Tracker,Electronics,4,81.41,2025-03-23,Debit Card,France
470,C179,Yoga Mat,Sports,1,35.31,2025-07-05,PayPal,Italy
471,C059,Laptop Sleeve,Electronics,1,32.49,2025-04-24,Bank Transfer,Italy
472,C147,Notebook Set,Office,4,12.72,2025-04-01,Credit Card,Spain
473,C129,Desk Organizer,Office,5,23.09,2025-06-10,Debit Card,Greece
474,C243,Water Bottle,Sports,2,15.39,2025-03-05,Debit Card,Greece
475,C112,Bluetooth Speaker,Electronics,2,64.28,2025-06-16,PayPal,France
476,C018,USB-C Cable,Electronics,4,12.11,2025-06-06,Bank Transfer,Italy
477,C118,Wireless Mouse,Electronics,5,26.31,2025-06-14,Bank Transfer,Greece
478,C151,Desk Organizer,Office,1,22.44,2025-02-11,Credit Card,France
479,C225,HDMI Cable,Electronics,,16.86,2025-04-23,Bank Transfer,Italy
480,C071,Coffee Mug,Home,2,10.16,2025-06-22,Bank Transfer,Greece
481,C177,Notebook Set,Office,1,5.66,2025-05-16,PayPal,France
482,C078,Resistance Bands,Sports,3,20.08,2025-05-20,Credit Card,Germany
483,C114,Mechanical Keyboard,Electronics,3,120.53,2025-05-01,Credit Card,Germany
484,C105,Tennis Racket,Sports,5,68.33,2025-04-20,Credit Card,Italy
485,C182,Scented Candle,Home,4,10.54,2025-02-18,Credit Card,Germany
486,C215,Running Shoes,Sports,2,94.24,2025-01-23,Bank Transfer,Greece
487,C071,Monitor Stand,Office,4,59.38,2025-05-24,Bank Transfer,Netherlands
488,C062,Monitor Stand,Office,4,59.68,2025-06-16,Bank Transfer,Germany
489,C142,Monitor Stand,Office,3,58.65,2025-02-25,PayPal,Netherlands
490,C008,Coffee Mug,Home,1,12.17,2025-02-25,Debit Card,Germany
491,C069,HDMI Cable,Electronics,5,19.28,2025-01-20,Credit Card,Spain
492,C154,Wireless Mouse,Electronics,2,30.73,2025-03-20,PayPal,Netherlands
493,C109,Coffee Mug,Home,3,10.72,2025-05-12,PayPal,Germany
494,C212,Protein Powder,Sports,4,36.08,2025-06-13,Credit Card,Greece
495,C216,Monitor Stand,Office,5,57.48,2025-06-29,PayPal,France
496,C087,Phone Case,Electronics,3,22.68,2025-03-26,PayPal,Netherlands
497,C077,Bluetooth Speaker,Electronics,2,63.43,2025-05-27,Debit Card,Greece
498,C154,Coffee Mug,Home,3,7.19,2025-07-08,Debit Card,Netherlands
499,C076,Phone Case,Electronics,4,17.27,2025-04-28,Bank Transfer,Netherlands
500,C147,Bluetooth Speaker,Electronics,3,59.86,2025-03-12,Bank Transfer,Netherlands
501,C044,Laptop Sleeve,Electronics,2,28.01,2025-03-31,Credit Card,Spain
502,C207,Laptop Sleeve,Electronics,2,27.7,2025-07-08,PayPal,Netherlands
503,C191,Resistance Bands,Sports,4,23.68,2025-04-09,PayPal,France
504,C031,Tennis Racket,Sports,1,69.12,2025-06-26,Credit Card,Spain
505,C223,Coffee Mug,Home,5,13.96,2025-04-01,Bank Transfer,Greece
506,C052,Mechanical Keyboard,Electronics,4,119.53,2025-06-09,Bank Transfer,Germany
507,C200,USB-C Cable,Electronics,4,,2025-04-10,Debit Card,France
508,C071,Bluetooth Speaker,Electronics,2,63.27,2025-06-11,Debit Card,Spain
509,C034,Protein Powder,Sports,4,35.42,2025-06-26,Bank Transfer,Spain
510,C002,Running Shoes,Sports,5,94.04,2025-03-07,PayPal,Greece
511,C136,Bluetooth Speaker,Electronics,1,62.86,2025-07-07,Credit Card,Netherlands
512,C225,Monitor Stand,Office,3,56.03,2025-02-17,Credit Card,Spain
513,C017,Running Shoes,Sports,3,91.06,2025-03-30,Bank Transfer,Netherlands
514,C112,Desk Lamp,Home,3,43.32,2025-05-20,PayPal,Germany
515,C208,Coffee Mug,Home,1,14.87,2025-03-14,Debit Card,Netherlands
516,C006,Desk Organizer,Office,5,21.19,2025-02-27,Credit Card,France
517,C097,Phone Case,Electronics,5,24.95,2025-06-23,Credit Card,Italy
518,C168,Wireless Mouse,Electronics,1,26.54,2025-07-10,Credit Card,Spain
519,C065,Tennis Racket,Sports,2,65.37,2025-03-08,Credit Card,France
520,C134,Phone Case,Electronics,5,23.64,2025-06-19,Debit Card,Spain
521,C185,Protein Powder,Sports,1,35.97,2025-03-28,Credit Card,Greece
522,C200,Phone Case,Electronics,5,20.27,2025-03-07,PayPal,Netherlands
523,C141,Tennis Racket,Sports,2,63.88,2025-07-10,,France
524,C023,Yoga Mat,Sports,5,39.6,2025-07-05,Bank Transfer,Germany
525,C020,Yoga Mat,Sports,3,39.91,2025-06-28,Debit Card,Spain
526,C119,Running Shoes,Sports,1,89.78,2025-02-28,Credit Card,France
527,C110,Yoga Mat,Sports,1,37.31,2025-01-26,Credit Card,Germany
528,C092,Fitness Tracker,Electronics,5,83.42,2025-03-24,Credit Card,France
529,C103,Coffee Mug,Home,4,13.8,2025-03-25,Bank Transfer,Netherlands
530,C167,Water Bottle,Sports,1,12.83,2025-02-17,Credit Card,Germany
531,C124,Desk Organizer,Office,4,20.39,2025-03-02,Bank Transfer,France
532,C226,Desk Lamp,Home,4,45.53,2025-05-19,Credit Card,Spain
533,C168,Mechanical Keyboard,Electronics,1,123.99,2025-07-14,Debit Card,Netherlands
534,C177,Protein Powder,Sports,1,34.76,2025-05-05,Debit Card,Spain
535,C099,Desk Lamp,Home,5,47.15,2025-06-20,Credit Card,Greece
536,C218,Tennis Racket,Sports,4,64.57,2025-02-26,Credit Card,Spain
537,C072,Running Shoes,Sports,5,93.44,2025-03-13,Bank Transfer,Spain
538,C114,Desk Organizer,Office,4,18.03,2025-02-06,Bank Transfer,Spain
539,C191,Wireless Mouse,Electronics,1,,2025-04-28,Bank Transfer,Greece
540,C024,Protein Powder,Sports,5,36.49,2025-06-27,PayPal,Italy
541,C117,Mechanical Keyboard,Electronics,3,119.66,2025-01-28,Debit Card,Spain
542,C154,Tennis Racket,Sports,3,68.07,2025-05-10,Credit Card,Greece
543,C088,Monitor Stand,Office,3,52.85,2025-06-04,PayPal,Netherlands
544,C127,Desk Lamp,Home,4,43.57,2025-02-11,PayPal,Italy
545,C219,Coffee Mug,Home,2,9.69,2025-05-12,Debit Card,Netherlands
546,C012,Desk Organizer,Office,1,20.21,2025-05-10,Bank Transfer,Netherlands
547,C247,Tennis Racket,Sports,1,69.48,2025-05-30,Credit Card,Italy
548,C124,Scented Candle,Home,2,15.52,2025-07-11,Debit Card,Netherlands
549,C169,Protein Powder,Sports,5,39.83,2025-04-07,Bank Transfer,Spain
550,C196,Notebook Set,Office,3,9.12,2025-04-26,PayPal,France
551,C106,Protein Powder,Sports,5,37.88,2025-04-01,PayPal,Netherlands
552,C056,Bluetooth Speaker,Electronics,2,59.75,2025-06-23,PayPal,Netherlands
553,C182,Water Bottle,Sports,5,12.92,2025-06-02,PayPal,Netherlands
554,C123,Desk Organizer,Office,5,21.48,2025-07-04,Bank Transfer,Netherlands
555,C074,HDMI Cable,Electronics,1,15.04,2025-05-28,Credit Card,Greece
556,C015,Bluetooth Speaker,Electronics,3,58.99,2025-02-25,PayPal,Netherlands
557,C177,Resistance Bands,Sports,2,25.51,2025-06-02,Credit Card,France
558,C223,Laptop Sleeve,Electronics,2,31.08,2025-06-29,Bank Transfer,Germany
559,C179,Resistance Bands,Sports,1,26.65,2025-04-22,Bank Transfer,Spain
560,C081,Laptop Sleeve,Electronics,1,31.95,2025-01-18,PayPal,Germany
561,C223,Fitness Tracker,Electronics,2,81.27,2025-06-26,PayPal,Italy
562,C199,Bluetooth Speaker,Electronics,3,57.59,2025-05-09,Debit Card,Netherlands
563,C189,Scented Candle,Home,1,11.23,2025-04-21,Credit Card,Spain
564,C042,Desk Organizer,Office,3,21.18,2025-01-16,PayPal,Spain
565,C040,Mechanical Keyboard,Electronics,5,123.32,2025-01-28,PayPal,Spain
566,C019,Mechanical Keyboard,Electronics,5,117.55,2025-03-12,Debit Card,Italy
567,C107,Laptop Sleeve,Electronics,5,28.76,2025-04-28,Credit Card,France
568,C085,Mechanical Keyboard,Electronics,3,121.24,2025-03-31,Debit Card,Italy
569,C211,Wireless Mouse,Electronics,1,24.91,2025-07-05,PayPal,Spain
570,C236,Protein Powder,Sports,2,39.32,2025-01-25,PayPal,Spain
571,C099,Phone Case,Electronics,5,23.57,2025-03-28,Credit Card,Italy
572,C206,Scented Candle,Home,4,16.19,2025-05-19,Credit Card,France
573,C132,USB-C Cable,Electronics,1,10.02,2025-02-26,Credit Card,Netherlands
574,C199,Bluetooth Speaker,Electronics,4,63.62,2025-02-10,Debit Card,Italy
575,C190,HDMI Cable,Electronics,1,15.66,2025-07-09,Debit Card,Greece
576,C023,USB-C Cable,Electronics,1,10.06,2025-03-01,PayPal,Italy
577,C234,Phone Case,Electronics,4,20.23,2025-04-24,Bank Transfer,Netherlands
578,C100,Yoga Mat,Sports,5,36.68,2025-01-16,Credit Card,Netherlands
579,C019,Monitor Stand,Office,5,54.41,2025-02-11,PayPal,Netherlands
580,C196,Fitness Tracker,Electronics,4,78.15,2025-04-26,Credit Card,Spain
581,C192,Coffee Mug,Home,5,12.41,2025-03-31,Debit Card,France
582,C204,Monitor Stand,Office,1,52.33,2025-06-05,Debit Card,Greece
583,C101,Laptop Sleeve,Electronics,5,32.98,2025-02-05,PayPal,Germany
584,C089,Bluetooth Speaker,Electronics,4,58.46,2025-06-29,Debit Card,Germany
585,C065,Bluetooth Speaker,Electronics,1,60.68,2025-03-02,Credit Card,Italy
586,C075,USB-C Cable,Electronics,3,14.14,2025-02-09,Debit Card,Netherlands
587,C092,Desk Lamp,Home,2,42.56,2025-02-09,PayPal,Italy
588,C125,Fitness Tracker,Electronics,3,81.57,2025-06-21,PayPal,Netherlands
589,C094,Mechanical Keyboard,Electronics,4,118.97,2025-02-27,Credit Card,France
590,C190,HDMI Cable,Electronics,3,17.85,2025-04-17,Debit Card,Netherlands
591,C119,Fitness Tracker,Electronics,3,77.77,2025-04-03,Bank Transfer,Italy
592,C021,Phone Case,Electronics,2,22.86,2025-06-01,Debit Card,France
593,C187,USB-C Cable,Electronics,1,14.13,2025-05-24,Credit Card,Italy
594,C055,Running Shoes,Sports,5,93.1,2025-03-22,Bank Transfer,Netherlands
595,C058,Desk Organizer,Office,3,19.58,2025-02-18,Bank Transfer,Italy
596,C129,Wireless Mouse,Electronics,2,24.11,2025-06-21,Debit Card,Italy
597,C145,Desk Organizer,Office,2,17.25,2025-05-18,PayPal,Greece
598,C017,Phone Case,Electronics,3,18.64,2025-03-15,Credit Card,Netherlands
599,C093,Coffee Mug,Home,4,14.83,2025-05-11,Credit Card,Greece
600,C181,Scented Candle,Home,3,14.23,2025-03-23,Debit Card,Spain
601,C168,USB-C Cable,Electronics,5,13.63,2025-03-20,Bank Transfer,Germany
602,C223,Monitor Stand,Office,4,59.06,2025-05-18,Credit Card,Italy
603,C059,USB-C Cable,Electronics,5,10.7,2025-06-28,PayPal,Germany
604,C155,Yoga Mat,Sports,2,32.91,2025-05-01,PayPal,Netherlands
605,C123,Bluetooth Speaker,Electronics,5,58.94,2025-02-25,Bank Transfer,Greece
606,C152,Water Bottle,Sports,2,13.17,2025-06-25,Credit Card,Italy
607,C237,Water Bottle,Sports,5,17.82,2025-04-28,Credit Card,Netherlands
608,C243,USB-C Cable,Electronics,2,10.86,2025-05-09,Bank Transfer,Spain
609,C154,Desk Lamp,Home,5,47.79,2025-03-02,PayPal,Germany
610,C117,Protein Powder,Sports,5,35.07,2025-02-01,Debit Card,Spain
611,C052,Scented Candle,Home,5,13.84,2025-07-09,Bank Transfer,Germany
612,C231,Protein Powder,Sports,5,35.85,2025-01-24,Credit Card,Greece
613,C155,Laptop Sleeve,Electronics,1,30.36,2025-07-07,Bank Transfer,Italy
614,C179,Scented Candle,Home,4,11.8,2025-03-14,Bank Transfer,Spain
615,C233,Desk Organizer,Office,1,19.32,2025-05-03,Debit Card,France
616,C220,USB-C Cable,Electronics,3,11.01,2025-06-17,Bank Transfer,France
617,C203,Wireless Mouse,Electronics,5,23.05,2025-05-28,Credit Card,Italy
618,C177,Mechanical Keyboard,Electronics,4,120.41,2025-04-17,Credit Card,Germany
619,C067,Laptop Sleeve,Electronics,4,29.19,2025-06-08,PayPal,Italy
620,C194,Bluetooth Speaker,Electronics,4,59.95,2025-06-05,Bank Transfer,Germany
621,C065,Resistance Bands,Sports,5,20.1,2025-04-13,Bank Transfer,Netherlands
622,C031,Notebook Set,Office,4,7.22,2025-07-13,Debit Card,Greece
623,C087,Laptop Sleeve,Electronics,5,30.1,2025-07-12,Credit Card,Germany
624,C206,USB-C Cable,Electronics,2,10.01,2025-05-15,Bank Transfer,Greece
625,C021,Protein Powder,Sports,1,37.24,2025-04-23,Bank Transfer,Italy
626,C247,Protein Powder,Sports,1,32.08,2025-02-28,Bank Transfer,Spain
627,C239,Scented Candle,Home,3,13.08,2025-03-05,Credit Card,Italy
628,C158,Water Bottle,Sports,1,12.0,2025-04-17,Debit Card,Netherlands
629,C071,Coffee Mug,Home,3,11.68,2025-07-05,Bank Transfer,Spain
630,C189,USB-C Cable,Electronics,1,16.14,2025-06-04,PayPal,Netherlands
631,C090,Monitor Stand,Office,3,59.44,2025-03-13,Debit Card,Spain
632,C067,Water Bottle,Sports,4,12.58,2025-05-24,Credit Card,Italy
633,C243,Yoga Mat,Sports,5,35.54,2025-03-21,PayPal,Netherlands
634,C124,Notebook Set,Office,3,12.4,2025-05-12,Bank Transfer,Italy
635,C067,USB-C Cable,Electronics,4,15.11,2025-06-26,Debit Card,Netherlands
636,C106,Monitor Stand,Office,5,58.66,2025-06-01,Credit Card,Netherlands
637,C024,Coffee Mug,Home,3,9.5,2025-02-03,Debit Card,Spain
638,C147,Phone Case,Electronics,2,22.89,2025-07-08,Debit Card,Spain
639,C062,Phone Case,Electronics,2,23.68,2025-03-14,Debit Card,Germany
640,C200,Yoga Mat,Sports,1,32.05,2025-02-04,Bank Transfer,Italy
641,C246,Running Shoes,Sports,4,94.08,2025-04-20,PayPal,Spain
642,C148,Phone Case,Electronics,4,18.77,2025-03-02,PayPal,Spain
643,C014,Scented Candle,Home,4,11.78,2025-05-17,Credit Card,Italy
644,C199,Water Bottle,Sports,4,17.51,2025-02-14,,France
645,C054,Coffee Mug,Home,5,11.89,2025-02-09,PayPal,France
646,C141,Phone Case,Electronics,2,19.73,2025-03-24,Bank Transfer,Italy
647,C109,Bluetooth Speaker,Electronics,4,63.82,2025-07-13,PayPal,France
648,C047,Desk Organizer,Office,2,21.27,2025-06-11,Debit Card,Greece
649,C143,HDMI Cable,Electronics,4,13.19,2025-03-06,Debit Card,Netherlands
650,C046,HDMI Cable,Electronics,4,14.39,2025-02-18,PayPal,Spain
651,C146,Running Shoes,Sports,4,88.62,2025-02-09,Debit Card,Greece
652,C215,Yoga Mat,Sports,4,34.88,2025-04-10,PayPal,France
653,C208,Phone Case,Electronics,3,19.8,2025-01-20,Bank Transfer,Greece
654,C156,Bluetooth Speaker,Electronics,5,59.83,2025-06-11,Debit Card,France
655,C125,Fitness Tracker,Electronics,1,81.95,2025-04-22,PayPal,Spain
656,C043,Mechanical Keyboard,Electronics,4,117.63,2025-06-25,Bank Transfer,Greece
657,C081,Mechanical Keyboard,Electronics,3,124.1,2025-03-24,Bank Transfer,France
658,C241,Monitor Stand,Office,5,53.34,2025-05-28,Bank Transfer,Spain
659,C033,Notebook Set,Office,3,6.84,2025-07-13,Credit Card,Germany
660,C017,Tennis Racket,Sports,5,66.19,2025-01-28,Credit Card,Spain
661,C027,Phone Case,Electronics,5,24.44,2025-02-23,Credit Card,Netherlands
662,C059,Notebook Set,Office,3,9.71,2025-05-08,Debit Card,Germany
663,C009,Monitor Stand,Office,3,59.48,2025-05-16,Bank Transfer,Italy
664,C035,Laptop Sleeve,Electronics,2,32.98,2025-06-15,Bank Transfer,Netherlands
665,C112,Scented Candle,Home,5,13.32,2025-04-04,PayPal,Spain
666,C114,Resistance Bands,Sports,3,,2025-04-30,PayPal,Germany
667,C209,Desk Lamp,Home,3,42.07,2025-03-29,Bank Transfer,Italy
668,C243,Tennis Racket,Sports,3,66.78,2025-01-17,Bank Transfer,France
669,C141,Monitor Stand,Office,2,54.0,2025-04-30,Bank Transfer,Spain
670,C166,Coffee Mug,Home,4,10.37,2025-03-12,PayPal,Greece
671,C196,Protein Powder,Sports,3,33.49,2025-03-28,PayPal,Spain
672,C035,Resistance Bands,Sports,1,22.62,2025-06-27,Bank Transfer,Italy
673,C126,Bluetooth Speaker,Electronics,3,64.75,2025-01-19,Debit Card,GR
674,C249,Yoga Mat,Sports,3,,2025-03-24,Debit Card,Netherlands
675,C024,Desk Lamp,Home,1,45.36,2025-05-21,Debit Card,France
676,C128,Monitor Stand,Office,4,52.64,2025-07-12,Credit Card,France
677,C038,Running Shoes,Sports,3,90.66,2025-04-25,Credit Card,Italy
678,C216,Phone Case,Electronics,4,18.98,2025-01-18,Credit Card,Netherlands
679,C114,Notebook Set,Office,1,11.67,2025-03-06,Bank Transfer,Netherlands
680,C054,Tennis Racket,Sports,4,63.27,2025-07-08,PayPal,France
681,C191,Laptop Sleeve,Electronics,5,32.1,2025-02-15,PayPal,Spain
682,C228,Running Shoes,Sports,2,90.37,2025-02-12,,Netherlands
683,c204,Phone Case,Electronics,5,17.06,2025-02-14,Bank Transfer,Germany
684,C201,Tennis Racket,Sports,5,63.99,2025-02-23,PayPal,Greece
685,C176,Protein Powder,Sports,3,34.83,2025-06-24,Credit Card,Greece
686,C138,Yoga Mat,Sports,2,39.85,2025-05-19,Debit Card,France
687,C194,Monitor Stand,Office,4,55.02,2025-03-05,Credit Card,Netherlands
688,C065,Running Shoes,Sports,4,89.26,2025-07-14,Bank Transfer,Italy
